,lordo_speed,out_speed,volume,gaps,colb,gr,mano,h1,h2,h3,fr_cu_pm_nb,r1_p_b,tool,layers,ff_cf,sin_st,gr_cat
207019,213.8314428589156,158.24602080466417,2000.0,576.0,Q,90.0,0.9,1180.0,,,Groove,,T5,6,FF,singolo,
207119,256.5165697563715,180.81081030941857,6000.0,400.0,Q,80.0,1.25,1370.0,,,Groove,,T5,4,CF,singolo,
208419,74.86073406924473,48.228476461773695,2000.0,1384.0,N,40.0,1.17,1330.0,1064,1064,Smooth,,T5,4,FF,stecca,"(0.0, 56.0]"
208519,190.95078255078258,137.02571317571318,1000.0,440.0,N,70.0,1.25,1350.0,,,Smooth,,T5,4,CF,singolo,"(66.0, 78.0]"
212719,137.98244980213533,106.12594802330212,5000.0,600.0,N,90.0,1.25,1190.0,,,Smooth,,T5,4,CF,singolo,
212819,189.44984411528395,149.0998995454949,9000.0,160.0,Q,80.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,
212919,284.2764255611938,276.2816289670594,20000.0,160.0,Q,80.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,
213019,231.89435163474437,134.1871940664367,7000.0,200.0,Q,80.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,
213119,166.7073823594984,148.11652467572338,12000.0,160.0,Q,80.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,
213219,247.2458823889344,199.15254440903513,12000.0,864.0,N+1,70.0,1.3,1372.0,,,Smooth,P242,T5,6,FF,2stecca,"(66.0, 78.0]"
213319,232.75774598091132,176.26439274400522,36000.0,864.0,N+1,70.0,1.3,1372.0,,,Smooth,P194,T5,6,FF,2stecca,"(66.0, 78.0]"
213419,202.71090293380036,175.8154226387584,58000.0,864.0,N+1,80.0,1.3,1372.0,,,Smooth,P072,T5,6,FF,2stecca,
213519,251.17006132243054,209.14693651963833,11000.0,864.0,N+1,70.0,1.3,1372.0,,,Smooth,P348,T5,6,FF,2stecca,"(66.0, 78.0]"
222019,215.93010417643146,135.09034017732108,8000.0,480.0,Q,80.0,1.27,1300.0,,,Groove,,T5,4,CF,singolo,
222219,215.03093988364577,183.93218315018316,11000.0,816.0,N+1,70.0,1.3,1372.0,,,Smooth,P072U,T5,6,FF,2stecca,"(66.0, 78.0]"
230219,126.57655461441357,105.25416150302547,3300.0,1200.0,N,50.0,1.25,1312.0,,,Smooth,,T5,6,FF,singolo,"(0.0, 56.0]"
231419,176.23605561105563,0.11507936507936509,4500.0,1064.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
232719,178.0941575310468,124.6986015813243,2500.0,672.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
233019,174.61193259870439,129.63755077090076,2500.0,736.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
233519,151.71070812930262,25.128163771712156,1000.0,880.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
234619,129.55503023216806,90.14477315861944,,,,,,,,,,,,,,,
236319,180.19932438851075,104.7445705890473,2300.0,1600.0,Q,70.0,1.2,1372.0,,,Groove,,T5,4,FF,stecca,"(66.0, 78.0]"
236719,110.93738905201958,76.01099091481125,,,,,,,,,,,,,,,
237017,154.90639249639247,96.67604617604619,1500.0,400.0,N,70.0,1.25,1350.0,,,Groove,,T5,4,FF,stecca,"(66.0, 78.0]"
237117,147.25925925925927,124.88888888888889,1500.0,160.0,N,70.0,1.25,1350.0,,,Groove,,T5,4,FF,stecca,"(66.0, 78.0]"
240919,204.8150292608626,170.87484567901234,5000.0,736.0,N+1,80.0,1.27,1120.0,840,840,Groove,P.REFLEX BLEU U,T5,4,FF,stecca,
243919,209.71328671328672,149.94522144522145,2000.0,160.0,Q,90.0,2.0,960.0,,,Smooth,,T5,4,CF,stecca,
244019,102.73641907213336,77.75770055770056,3000.0,256.0,Q,80.0,1.25,1180.0,,,Groove,,T5,4,CF,singolo,
244119,103.53965156160481,29.75026498538012,3000.0,64.0,N,80.0,1.25,1180.0,,,Staple,,T5,4,CF,singolo,
245719,122.73015572227301,96.0247505854935,,,,,,,,,,,,,,,
245819,96.5727561942774,60.10388157440044,,,,,,,,,,,,,,,
246617,175.08525923598916,158.68232148718312,8000.0,1120.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
247217,159.80464749523583,145.70731124546515,8000.0,192.0,Q,54.0,1.1,1080.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
248319,71.22174560041408,45.768633540372676,3000.0,168.0,N,65.0,1.5,1188.0,792,792,Smooth,,T5,6,FF,singolo,"(56.0, 66.0]"
250519,133.8601924165252,103.6881862586574,2000.0,800.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
250619,152.3115053763441,97.8845448028674,2000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
250719,111.56763285024154,68.4927536231884,2000.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
250819,141.7783997622456,112.202101884112,3000.0,800.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
250919,157.01031468531468,137.54986013986013,3000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251019,181.63003663003664,143.8937728937729,3000.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251119,141.9279902746335,113.90612330786867,2000.0,760.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251219,123.744417989418,94.67249094959621,2000.0,680.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251319,173.95238095238096,128.65238095238095,2000.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251419,163.15355898192504,130.37541241590236,2500.0,760.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251519,136.8015673486786,113.57802557544755,2500.0,680.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251619,184.88181818181818,160.10303030303032,2500.0,120.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251719,146.26443609022556,114.10691581225792,2000.0,840.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251819,107.78465608465608,79.07771164021163,2000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
251919,143.05195907655147,121.37760327685601,2500.0,840.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
252019,133.20289855072463,120.24230072463767,2500.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
254119,163.93174962292608,131.44469582704878,1500.0,240.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
255219,197.17921540286116,182.14309799125343,,,,,,,,,,,,,,,
255319,206.24322801954384,175.40664793296375,,,,,,,,,,,,,,,
255619,120.05336257309939,93.51769005847953,1500.0,624.0,N,60.0,1.0,1350.0,1080,1080,Smooth,,T5,4,CF,singolo,"(56.0, 66.0]"
255719,226.7106833682955,192.00376276820515,,,,,,,,,,,,,,,
255919,168.2624521072797,150.9022988505747,2000.0,288.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
257819,145.3210351262015,94.48061580800517,,,,,,,,,,,,,,,
259119,174.69360647516655,124.9615275934818,15000.0,160.0,Q,80.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,
259719,129.02791330579052,108.78814020591513,,,,,,,,,,,,,,,
260219,161.86238636074125,143.79303046859803,,,,,,,,,,,,,,,
260419,147.0041314493593,116.22184624708085,,,,,,,,,,,,,,,
284919,269.76110619686466,165.39301685586517,,,,,,,,,,,,,,,
456918,153.60807222347543,106.55033482646385,1500.0,672.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
473118,94.72604295760833,48.63767696203689,1400.0,1296.0,N+1,40.0,1.14,1272.0,,,Groove,P 369U -VERDE,T5,6,FF,singolo,"(0.0, 56.0]"
485918,117.33207445651189,92.67997308052571,2400.0,1680.0,N+1,40.0,1.2,1264.0,,,Smooth,P021,T5,6,FF,singolo,"(0.0, 56.0]"
486018,230.1500003129857,180.88252864067474,8950.0,240.0,Q,80.0,1.0,1350.0,,,Smooth,,T5,4,CF,singolo,
486118,201.68748526808827,78.70619247307228,8450.0,360.0,Q,80.0,1.0,1350.0,,,Smooth,,T5,4,CF,singolo,
487318,142.8842342342342,127.76441441441442,4000.0,128.0,N,80.0,1.0,1080.0,,,Groove,,T5,4,CF,singolo,
488018,1062.2250356161856,888.3594882533703,8000.0,880.0,Q,54.0,1.05,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
493318,189.84451696766962,167.67332779570307,35000.0,2052.0,N+1,40.0,1.18,1280.0,960,960,Groove,p199,T5,6,FF,singolo,"(0.0, 56.0]"
494118,235.93577144904785,199.4819508907242,10000.0,840.0,N,70.0,1.3,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
494218,249.67777777777775,188.23333333333335,5000.0,840.0,N,70.0,1.27,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
497418,147.62391774891773,107.98593073593072,2500.0,192.0,N+1,75.0,1.27,1360.0,,,Bulb,cyan,T5,6,FF,singolo,"(66.0, 78.0]"
497518,185.91695804195805,146.36447552447552,1500.0,384.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
497718,200.57407407407405,181.24298540965208,2000.0,288.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
497818,165.1539107430412,131.37386243386243,2000.0,288.0,N,75.0,1.27,1360.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
500618,167.0032473068279,136.91082586690803,1500.0,432.0,N,75.0,1.27,1170.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
500718,192.92979797979797,165.85949494949494,1500.0,360.0,N,75.0,1.27,1170.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
500818,198.01637864823346,184.0853494623656,2500.0,288.0,N,75.0,1.27,1170.0,,,Bulb,,T5,6,FF,singolo,"(66.0, 78.0]"
500918,109.32928064842959,55.69300911854103,6000.0,96.0,Q,100.0,1.27,800.0,,,Smooth,,T5,4,FF,stecca,
506818,232.83666567430154,176.46459842995168,4500.0,320.0,Q,90.0,1.24,1372.0,,,Smooth,,T5,4,CF,singolo,
507018,206.70499350255108,136.7688122111414,5000.0,224.0,Q,90.0,1.24,1372.0,1098,1098,Smooth,,T5,4,CF,singolo,
507218,163.08346083140603,106.12021643374383,5000.0,208.0,Q,90.0,1.24,1372.0,"1097,6","1097,6",Smooth,,T5,4,CF,singolo,
507318,230.96943341330905,204.82917252695734,5000.0,224.0,Q,90.0,1.24,1372.0,1098,1098,Smooth,,T5,4,CF,singolo,
510218,171.1470992200715,91.2387539108696,3000.0,160.0,Q,110.0,1.24,1350.0,,,Smooth,,T5,4,FF,stecca,
510518,261.31698084524174,146.50652173913042,10000.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510618,242.94944444444442,189.74388888888885,4300.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510618,242.94944444444442,189.74388888888885,4300.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510618,242.94944444444442,189.74388888888885,4300.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510618,242.94944444444442,189.74388888888885,4300.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510718,213.32359625668448,128.64026292335117,4200.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510718,213.32359625668448,128.64026292335117,4200.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510718,213.32359625668448,128.64026292335117,4200.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510718,213.32359625668448,128.64026292335117,4200.0,336.0,Q,80.0,1.27,1372.0,,,Smooth,,T5,6,FF,2stecca,
510818,183.05179573512908,117.4433060766394,8000.0,816.0,N+1,70.0,1.29,1372.0,,,Smooth,P072,T5,6,FF,2stecca,"(66.0, 78.0]"
510918,252.565974020585,210.19970398694417,6000.0,816.0,N+1,70.0,1.29,1372.0,,,Smooth,P215U,T5,6,FF,2stecca,"(66.0, 78.0]"
511018,272.42513057787244,215.66640152988666,41000.0,960.0,1,60.0,1.3,1372.0,,,Smooth,P287U,T5,6,FF,2stecca,"(56.0, 66.0]"
511018,272.42513057787244,215.66640152988666,41000.0,960.0,1,60.0,1.3,1372.0,,,Smooth,P287U,T5,6,FF,2stecca,"(56.0, 66.0]"
511018,272.42513057787244,215.66640152988666,41000.0,960.0,1,60.0,1.3,1372.0,,,Smooth,P287U,T5,6,FF,2stecca,"(56.0, 66.0]"
511018,272.42513057787244,215.66640152988666,41000.0,960.0,1,60.0,1.3,1372.0,,,Smooth,P287U,T5,6,FF,2stecca,"(56.0, 66.0]"
511218,154.68485822368794,124.29095425050228,65000.0,800.0,N+1,70.0,1.3,1140.0,,,Smooth,P215,T5,4,FF,stecca,"(66.0, 78.0]"
511218,154.68485822368794,124.29095425050228,65000.0,800.0,N+1,70.0,1.3,1140.0,,,Smooth,P215,T5,4,FF,stecca,"(66.0, 78.0]"
511218,154.68485822368794,124.29095425050228,65000.0,800.0,N+1,70.0,1.3,1140.0,,,Smooth,P215,T5,4,FF,stecca,"(66.0, 78.0]"
511218,154.68485822368794,124.29095425050228,65000.0,800.0,N+1,70.0,1.3,1140.0,,,Smooth,P215,T5,4,FF,stecca,"(66.0, 78.0]"
511918,108.7309548227641,89.59266590089483,3000.0,736.0,N,70.0,1.3,1140.0,912,912,Smooth,,T5,4,FF,stecca,"(66.0, 78.0]"
511918,108.7309548227641,89.59266590089483,3000.0,736.0,N,70.0,1.3,1140.0,912,912,Smooth,,T5,4,FF,stecca,"(66.0, 78.0]"
511918,108.7309548227641,89.59266590089483,3000.0,736.0,N,70.0,1.3,1140.0,912,912,Smooth,,T5,4,FF,stecca,"(66.0, 78.0]"
511918,108.7309548227641,89.59266590089483,3000.0,736.0,N,70.0,1.3,1140.0,912,912,Smooth,,T5,4,FF,stecca,"(66.0, 78.0]"
512918,113.81095038493196,95.26565281776887,,,,,,,,,,,,,,,
513118,176.7081547901798,152.01179591865287,78000.0,1040.0,N+1,60.0,1.29,1170.0,,,Groove,P2736U,T5,4,FF,stecca,"(56.0, 66.0]"
513118,176.7081547901798,152.01179591865287,78000.0,1040.0,N+1,60.0,1.29,1170.0,,,Groove,P2736U,T5,4,FF,stecca,"(56.0, 66.0]"
513118,176.7081547901798,152.01179591865287,78000.0,1040.0,N+1,60.0,1.29,1170.0,,,Groove,P2736U,T5,4,FF,stecca,"(56.0, 66.0]"
513118,176.7081547901798,152.01179591865287,78000.0,1040.0,N+1,60.0,1.29,1170.0,,,Groove,P2736U,T5,4,FF,stecca,"(56.0, 66.0]"
518618,246.5037008630956,219.17471270656077,18000.0,744.0,N,70.0,1.3,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
518718,219.16666666666666,165.61111111111111,2500.0,672.0,N,70.0,1.3,1372.0,,,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
518818,225.0186587750541,212.73596984934193,18000.0,672.0,N,70.0,1.3,1372.0,,,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
519018,170.46994234019286,86.83439153439151,2000.0,648.0,N,60.0,1.27,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(56.0, 66.0]"
519418,254.8133950260266,184.77333333333334,5000.0,744.0,N,70.0,1.3,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
519718,272.45454545454544,207.63636363636363,4000.0,744.0,N,70.0,1.3,1372.0,1029,1029,Smooth,,T5,6,FF,2stecca,"(66.0, 78.0]"
521418,178.90520521143262,169.20894465312242,12000.0,960.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
522118,154.89186031011926,132.51117951535838,4600.0,1240.0,Q,49.0,1.08,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
522218,161.050421864592,123.24156247430041,17000.0,1088.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
523718,317.77777777777777,280.6222222222222,6000.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
523818,85.9962686567164,71.72636815920397,6000.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
523918,317.77272727272725,288.79545454545456,6000.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
524018,314.31466989377435,236.90428936399084,14000.0,80.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
524118,203.94145975582805,191.98501859631963,17000.0,192.0,Q,70.0,1.25,1080.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
524218,312.5190763287864,239.9977496236238,29000.0,160.0,Q,70.0,1.25,1350.0,,,Groove,,T5,4,CF,singolo,"(66.0, 78.0]"
524518,312.47916666666663,286.3833333333333,12000.0,112.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
526718,129.47133125087677,101.97538587498464,7000.0,640.0,Q,54.0,1.1,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
526818,134.70166169813635,109.88591155294712,2500.0,768.0,Q,65.0,0.94,1350.0,810,810,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527018,180.4358702910803,106.99519381149028,2000.0,352.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527118,173.38636363636363,163.11363636363637,7000.0,80.0,Q,65.0,0.94,1350.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
527218,174.39732431434112,143.34395735217163,7000.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527618,189.55357142857142,176.16071428571428,9500.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
527718,167.2410474237542,134.70474888520002,2500.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527818,173.29974906046337,122.70923005565864,2500.0,544.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
527918,58.58429118773946,48.53448275862069,2500.0,48.0,Q,65.0,1.0,810.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
531918,156.32236970980333,138.23633022892488,5000.0,720.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532018,155.60838232594094,116.75327866522879,5000.0,648.0,Q,65.0,0.94,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532118,182.9280890789301,168.93862484494653,5000.0,320.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
532218,158.1676470588235,117.00882352941176,5000.0,64.0,Q,65.0,0.93,1080.0,,,Staple,,T5,4,CF,singolo,"(56.0, 66.0]"
532518,151.65343608402958,95.13483216354173,5000.0,384.0,Q,90.0,1.3,1212.0,,,Bulb,,T5,6,FF,singolo,
532918,196.51982357686214,158.57587381928624,26000.0,272.0,Q,54.0,1.1,1350.0,1080,1080,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
533318,172.4114476742136,129.5616150629061,5000.0,800.0,Q,54.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
533418,104.45488215488216,78.79318181818182,5000.0,160.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
533618,149.97533282130058,111.3936251920123,4000.0,280.0,Q,60.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
533818,246.85593354014406,159.08172091066828,24500.0,120.0,Q,54.0,1.0,1350.0,,,Groove,,T5,4,CF,singolo,"(0.0, 56.0]"
534218,124.43956043956045,104.62271062271061,4000.0,160.0,Q,65.0,0.94,1350.0,,,Groove,,T5,4,CF,singolo,"(56.0, 66.0]"
